,package,description,category
29276,,"['searching', 'halal', 'food', 'go', 'grab', 'halal', 'looking', 'halal', 'food', 'grab', 'halal', 'first', 'halal', 'online', 'delivery', 'system', 'muslim', 'always', 'issue', 'finding', 'halal', 'restaurant', 'order', 'halal', 'food', 'whether', 'travelling', 'finding', 'genuine', 'halal', 'food', 'always', 'big', 'question', 'grab', 'halal', 'able', 'order', 'favourite', 'halal', 'food', 'direct', 'ease', 'house', 'online', 'delivery', 'system', 'chooses', 'halal', 'restaruants', 'doubt', 'anymore', 'trust', 'u', 'sha', 'allah', 'initiation', 'muslim', 'brother', 'sister', 'eat', 'halal', 'food', 'anywhere', 'world', 'grab', 'halal', 'convenient', 'halal', 'food', 'ordering', 'featuring', 'best', 'halal', 'restaurant', 'neighbourhood', 'richest', 'variety', 'cuisine', 'fastest', 'food', 'delivery', 'service', 'city', 'latest', 'mobile', 'give', 'opportunity', 'easy', 'access', 'menu', 'finest', 'halal', 'restaurant', 'fingertip', 'lunch', 'dinner', 'option', 'user', 'say', 'six', 'reason', 'grabhalal', 'best', 'food', 'ordering', 'ability', 'choose', 'meal', 'great', 'variety', 'carefully', 'selected', 'restaurant', 'neighbourhood', 'order', 'food', 'go', 'wherever', 'track', 'order', 'update', 'preparation', 'delivery', 'time', 'save', 'money', 'using', 'exclusive', 'deal', 'voucher', 'ability', 'customise', 'meal', 'sort', 'sauce', 'topping', 'would', 'restaurant', 'benefit', 'fast', 'delivery', 'favourite', 'food', 'minute', 'hong', 'kong', 'singapore', 'careful', 'selection', 'premium', 'restaurant', 'friendliest', 'rider', 'city', 'started', 'service', 'bangkok', 'thailand', 'sha', 'allah', 'grow', 'grabhalal', 'choose', 'menu', 'browse', 'according', 'criterion', 'suit', 'need', 'best', 'review', 'feedback', 'please', 'send', 'u', 'feedback', 'sameer', 'sazutech.com']",Food & dining
29277,,"['howtobbq', 'provides', 'video', 'article', 'recipe', 'beginner', 'start', 'adventure', 'awesome', 'style', 'cooking']",Food & dining
29339,,"['healthy', 'fitness', 'recipe', 'fit', 'vegetarian', 'vegan', 'people', 'diet', 'also', 'healthy', 'lifestyle', 'yet', 'come', 'place', 'taste', 'healthy', 'food', 'may', 'always', 'boring', 'brings', 'simple', 'quick', 'recipe', 'enjoy', 'kitchen', 'recipe', 'tasty', 'healthy', 'cooky', 'dessert', 'cake', 'snack', 'main', 'dish', 'soup', 'salad', 'online', 'recipe', 'book', 'recipe', 'still', 'growing', 'quick', 'healthy', 'tasty']",Food & dining
29388,,"['best', 'indian', 'cooking', 'unique', 'recipe', 'www.bestindiancooking.com', 'delivering', 'delicious', 'indian', 'recipe', 'best', 'indian', 'cooking', 'delivers', 'quick', 'easy', 'recipe', 'window', 'device', 'majority', 'recipe', 'produced', 'indian', 'house', 'wife', 'submitted', 'visitor', 'application', 'nothing', 'cooking', 'experience', 'features-', 'simple', 'user', 'interface', 'registration', 'required', 'recipe', 'listed', 'category', 'picture', 'included', 'keyword', 'search', 'recipe', 'category', 'chicken', 'recipe', 'mutton', 'recipe', 'egg', 'recipe', 'fish', 'recipe', 'milk', 'recipe', 'snack', 'recipe', 'chutney', 'recipe', 'vegetarian', 'recipe', 'recipe', 'rice', 'recipe', 'dessert', 'recipe', 'drink', 'recipe', 'pickle', 'recipe', 'chocolate', 'cake', 'recipe', 'masala', 'recipe', 'fasting', 'recipe', 'corn', 'recipe', 'bread', 'recipe', 'bread', 'sandwich', 'soup', 'rasam', 'would', 'hear', 'you-', 'idea', 'recommendation', 'comment', 'feedback', 'welcome', 'please', 'drop', 'comment', 'webmaster', 'bestindiancooking.com']",Food & dining
29418,,"['really', 'simple', 'tool', 'phone', 'tablet', 'convert', 'basic', 'cooking', 'measurement', 'functionality', 'straightforward', 'select', 'option', 'home', 'screen', 'enter', 'amount', 'converted', 'press', 'button', 'value']",Food & dining
29616,,"['vamos', 'transformar', 'rotina', 'diária', 'da', 'refeições', 'em', 'algo', 'saborosamente', 'prazeroso', 'agora', 'é', 'fácil', 'e', 'simple', 'apenas', 'alguns', 'toque', 'casa', 'amarela', 'em', 'nosso', 'você', 'verá', 'que', 'temos', 'um', 'buffet', 'variado', 'comida', 'feita', 'na', 'hora', 'base', 'de', 'ingredientes', 'nobres', 'num', 'ambiente', 'amplo', 'e', 'arejado', 'poderá', 'fazer', 'reservas', 'em', 'um', 'local', 'perfeito', 'para', 'reunir', 'o', 'amigo', 'e', 'familiares', 'nossa', 'equipe', 'está', 'pronta', 'para', 'te', 'atender', 'e', 'tornar', 'seu', 'almoço', 'numa', 'experiência', 'especial', 'nosso', 'será', 'uma', 'ligação', 'entre', 'nós', 'e', 'nossos', 'clientes', 'acesse', 'e', 'veja', 'cardápio', 'diário', 'de', 'nosso', 'buffet', 'conheça', 'nosso', 'espaço', 'para', 'festas', 'e', 'eventos', 'solicite', 'um', 'orçamento', 'veja', 'promoções', 'diárias', 'e', 'sempre', 'algo', 'novo', 'para', 'você', 'desfrutar', 'de', 'uma', 'alimentação', 'de', 'qualidade']",Food & dining
29765,,"['coffeehub', 'innovative', 'network', 'urban', 'coffee', 'machine', 'real', 'grain', 'coffee', 'superior', 'hot', 'drink', 'analogue', 'russia', 'natural', 'ingredient', 'best', 'recipe', 'importantly', 'ready', 'communicate', 'customer', 'constantly', 'ready', 'give', 'unforgettable', 'emotion', 'special', 'coffeehub', 'simplify', 'authorization', 'process', 'using', 'qr-code', 'learn', 'buy', 'drink', 'cheaper', 'always', 'see', 'many', 'bonus', 'account', 'monitor', 'hot', 'novelty', 'menu', 'latest', 'information', 'promotion', 'always', 'aware', 'current', 'status', 'find', 'nearest', 'coffee', 'hub', 'machine', 'addition', 'soon', 'able', 'choose', 'favorite', 'recipe', 'participate', 'discussion', 'one', 'choose', 'barista', 'serve', 'learn', 'option', 'possibility', 'provided', 'network', 'communicate', 'user', 'lot', 'thing', 'constantly', 'working', 'offer', 'best', 'service', 'highest', 'quality', 'drink', 'would', 'become', 'best', 'friend']",Food & dining
29819,,"['homebrew', 'uwp', 'window', 'targeted', 'news', 'application', 'provides', 'user', 'ability', 'monitor', 'happening', 'world', 'home', 'beer', 'brewing', 'come', 'pre-selected', 'r', 'allows', 'user', 'change', 'add', 'site', 'application', 'also', 'provides', 'mean', 'save', 'interesting', 'link', 'future', 'review']",Food & dining
29937,,"['people', 'love', 'able', 'hand', 'simple', 'gift', 'card', 'make', 'various', 'way', 'able', 'give', 'client', 'friend', 'something', 'back', 'form', 'gift', 'card', 'become', 'commonplace', 'modern', 'business', 'special', 'event', 'becomes', 'easier', 'ever', 'see', 'see', 'uptake', 'kind', 'product', 'however', 'finding', 'restaurant', 'quality', 'design', 'hard', 'work', 'usually', 'need', 'put', 'huge', 'amount', 'time', 'effort', 'commitment', 'find', 'right', 'gift', 'card', 'design', 'style', 'well', 'restaurant', 'gift', 'card', 'longer', 'case', 'take', 'full', 'control', 'type', 'gift', 'card', 'wish', 'purchase', 'make', 'sure', '•providing', 'client', 'classy', 'gift', 'card', 'design', 'topical', 'yet', 'attractive', '•improving', 'sale', 'easy', 'gift', 'hand', 'promotional', 'product', 'look', 'excellent', '•making', 'easy', 'people', 'find', 'supplemental', 'product', 'gift', '•rewarding', 'friend', 'family', 'gift', 'card', 'visit', 'favourite', 'restaurant', 'simple', 'easy', 'solution', 'make', 'life', 'much', 'easier', 'general', 'removing', 'main', 'challenge', 'finding', 'quality', 'gift', 'card', 'online', 'great', 'benefit', 'restaurant', 'issuing', 'gift', 'card', 'ensure', 'business', 'plenty', 'investment', 'coming', 'form', 'client', 'may', 'otherwise', 'shopped', 'elsewhere', 'sturdy', 'yet', 'attractive', 'gift', 'card', 'design', 'purchased', 'easy', 'interface', 'customer', 'hooked', 'business', 'people', 'go', 'online', 'buy', 'gift', 'card', 'make', 'attractive', 'appealing', 'customer', 'purchase']",Food & dining
29990,,"['recipe+', 'nutrition', 'profiler', 'tool', 'analyze', 'recipe', 'nutrition', 'information', 'also', 'recipe', 'book', 'useful', 'food', 'business', 'publish', 'nutrition', 'info', 'easy', 'create', 'recipe', 'nutrition', 'info', 'panel', 'automatically', 'generated', 'insight', 'nutrition', 'profile', 'recipe', 'cook', 'book', 'cooking', 'show', 'cooking', 'enter', 'ingredient', 'quantity', 'gram', 'nutrition', 'info', 'panel', 'maintain', 'recipe', 'book', 'nutrition', 'info', 'panel', 'recipe']",Food & dining
30122,,"['smart', 'po', 'point', 'sale', 'computer', 'cashier', 'register', 'restaurant', 'industry', 'dine', 'take', 'quick', 'service']",Food & dining
30163,,"['experience', 'year', 'industry', 'started', 'catering', 'service', 'started', 'blue', 'chilli', 'restaurant', 'serf', 'authentic', 'biryani', 'homemade', 'cuisine', 'order', 'online', 'food', 'else', 'dine-in', 'sco', 'sector', 'chandigarh', 'best', 'restaurant', 'chandigarh', 'mohali', 'dedicated', 'delivering', 'array', 'facility', 'reception', 'desk', 'fine', 'dining', 'place']",Food & dining
30196,,"['fancy', 'making', 'perfect', 'cup', 'tea', 'every', 'time', 'luck', 'perfect', 'cup', 'manage', 'brew', 'time', 'according', 'type', 'tea', 'taste', 'start', 'brew', 'perfect', 'cup', 'warns', 'cup', 'ready']",Food & dining
30374,,"['designed', 'girls/boys', 'whose', 'love', 'cooking', 'learn', 'cook', 'different', 'country', 'recipe', 'cook', 'fav', 'person', 'cooking', 'partner', 'rate', 'u']",Food & dining
30417,,"['vegan', 'handbook', 'best', 'gathering', 'vegan', 'around', 'world', 'share', 'recipe', 'vegans.all', 'vegan', 'recipe', 'based', 'pbd', 'provide', 'three', 'main', 'category', 'main', 'salad', 'soup', 'wait', 'much', 'upcoming', 'update', 'disclaimer', 'none', 'recipe', 'mine', 'unless', 'stated', 'recipe', 'ask', 'remove']",Food & dining
30442,,"['everyone', 'winner', 'hungry', 'jack', 'check-in', 'hungry', ""jack's®"", 'store', 'shake', 'phone', 'reveal', 'prize', 'ca', 'lose', 'every', 'shake', 'win', 'prize', 'include', 'coke', 'fry', 'deal', 'many', 'great', 'discount', 'across', 'menu', 'also', 'includes', 'handy', 'store', 'locator', 'full', 'hungry', ""jack's®"", 'menu', 'useful', 'nutritional', 'calculator', 'please', 'note', 'shake', 'win', 'requires', '3g', 'connectivity', 'work', '3g-capable', 'apple', 'device', 'order', 'check-in', 'win', 'facebook', 'account', 'troubleshooting', 'tip', 'crashing', 'stalling', 'require', 'certain', 'allocation', 'memory', 'run', 'properly', ""'re"", 'experiencing', 'performance', 'issue', 'check', 'phone', 'sufficient', 'memory', 'available', 'close', ""'re"", 'using', 'restart', 'device', 'still', 'experience', 'difficulty', 'recommend', 'closing', 'completely', 'launching', 'work', 'delete', 'reinstall', 'completely', 'last', 'resort', 'contacting', 'u', 'prize', 'left', 'monitor', 'prize', 'pool', 'make', 'sure', 'plenty', 'go', 'around', 'occasionally', 'prize', 'pool', 'may', 'temporarily', 'depleted', 'case', 'recommend', 'returning', 'store', 'shake', 'win', 'hour', 'try', 'ca', 'check-in', 'store', 'detected', 'check', 'gps', 'function', 'phone', 'turned', 'still', 'ca', 'check', 'may', 'carry', 'gps', 'fix', 'note', 'may', 'called', 'cell', 'network', 'location', 'phone', 'depending', 'maker', 'strength', 'gps', 'signal', 'also', 'depend', 'upon', 'network', 'quality', '3g', 'connection', 'signal', 'strength', 'varies', 'across', 'different', 'service', 'provider', 'location', 'volume', 'user', 'area', 'problem', 'past', 'loading', 'map', 'location', 'service', 'likely', 'due', 'device', 'connectivity', 'fault', 'particular', 'newly', 'opened', 'hungry', 'jack', 'store', 'may', 'take', 'week', 'two', 'loaded', 'system', 'ask', 'patience', 'ca', 'immediately', 'check', 'store', 'hope', 'troubleshooting', 'information', 'assistance', 'problem', 'ca', 'resolved', 'point', 'please', 'let', 'u', 'know', 'clicking', 'developer', 'button', 'send', 'socialmedia', 'hungryjacks.com.au', 'u', 'try', 'bottom', 'issue', 'please', 'supply', 'u', 'following', 'information', 'require', 'information', 'order', 'able', 'assist', 'please', 'fill', 'subject', 'line', 'hungry', 'jack', 'issue', 'phone', 'make', 'model', 'detailed', 'description', 'problem', 'screen', 'grab', 'happening', 'store', 'name', 'location', 'issue', 'gps-related', 'receiving', 'attempt', 'replicate', 'experience', 'see', 'occasion', 'may', 'possible', 'u', 'recreate', 'issue', 'instance', 'keep', 'eye', 'similar', 'feedback', 'user', 'might', 'u', 'thank', 'continued', 'feedback', 'hungry', ""jack's®"", 'team']",Food & dining
30479,,"['bartender', 'find', 'hundred', 'cocktail', 'recipe', 'sort', 'elegantly', 'designed', 'note', 'trial', 'version', 'contains', 'ad-free', 'however', 'buy', 'treat', 'developer', 'drink', 'version', 'owner', 'full', 'version', 'donate', 'paypal', 'drink', 'log', 'allows', 'remember', 'drink', 'liked', 'recipe', 'freely', 'adjusted', 'preference', 'never', 'heard', 'ingredient', 'many', 'ingredient', 'include', 'short', 'description', 'worldwide', 'top', 'ten', 'list', 'show', 'popular', 'drink', 'based', 'user', 'rating', 'lot', 'cocktail', 'highlight', 'cocktail', 'sorted', 'type', 'taste', 'find', 'cocktail', 'based', 'available', 'ingredient', 'exact', 'quantity', 'clear', 'instruction', 'make', 'easy', 'mix', 'cocktail', 'quantity', 'multiplied', 'five', 'people', 'quantity', 'shown', 'fluid', 'ounce', 'centiliter', 'rate', 'cocktail', 'create', 'personalized', 'favorite', 'list', 'see', 'average', 'rating', 'cocktail', 'user']",Food & dining
30625,,"['mixology', 'journal', 'allows', 'mixologist', 'bartender', 'track', 'recipe', 'tried', 'variation', 'recipe', 'worked', 'well', 'versus', 'using', ""'ll"", 'never', 'wonder', 'recipe', 'used', 'tasted', 'good', 'night', 'wonder', 'adding', 'tonic', 'recipe', 'changed', 'taste']",Food & dining
30968,,"['value-added', 'liquid', 'egg', 'product', 'offer', 'foodservice', 'operator', 'significant', 'time', 'labor', 'saving', 'convert', 'recipe', 'shell', 'liquid', 'egg', 'couple', 'second', 'see', 'actual', 'value', 'liquid', 'egg', 'traditional', 'shell', 'egg', 'come', 'bottom', 'line']",Food & dining
31100,,"['ultimate', 'gin', 'cocktail', 'ultimate', 'recipe', 'martinez', 'goldfish', 'world', 'best', 'gin', 'drink', 'selected', 'gary', 'regan', 'mardee', 'haidin', 'regan', 'ardentspirits.com', 'visually', 'stunning', 'image', 'every', 'drink', 'plus', 'every', 'recipe', 'accompanied', 'little', 'cocktail', 'conversation', 'astute', 'observation', 'little', 'drink-related', 'trivia', 'regans']",Food & dining
31101,,"['ultimate', 'vodka', 'cocktail', 'ultimate', 'recipe', 'apple', 'sidecar', 'vesper', 'martini', 'world', 'best', 'vodka', 'drink', 'selected', 'gary', 'regan', 'mardee', 'haidin', 'regan', 'ardentspirits.com', 'visually', 'stunning', 'image', 'every', 'drink', 'plus', 'every', 'recipe', 'accompanied', 'little', 'cocktail', 'conversation', 'astute', 'observation', 'little', 'drink-related', 'trivia', 'regans']",Food & dining
31102,,"['ultimate', 'rum', 'cocktail', 'ultimate', 'recipe', 'daiquiri', 'mojito', 'zombie', 'world', 'best', 'rum', 'drink', 'selected', 'gary', 'regan', 'mardee', 'haidin', 'regan', 'ardentspirits.com', 'visually', 'stunning', 'image', 'every', 'drink', 'plus', 'every', 'recipe', 'accompanied', 'little', 'cocktail', 'conversation', 'astute', 'observation', 'little', 'drink-related', 'trivia', 'regans']",Food & dining
31132,,"['touch', 'queue', 'cloud', 'based', 'queue', 'management', 'system', 'simply', 'enter', 'queue', 'profile', 'name', 'ready', 'go', 'make', 'nfc', 'technology', 'allow', 'client', 'tap', 'take', 'ticket', 'call', 'waiting', 'client', 'name', 'using', 'text', 'voice', 'user', 'also', 'window', 'phone', 'nfc', 'turn', 'touchqueue', 'tap', 'take', 'ticket', 'window', 'phone', 'client', 'also', 'used', 'alarm', 'device', 'alert', 'user', 'user', 'turn']",Food & dining
31171,,"['ultimate', 'whiskey', 'cocktail', 'ultimate', 'recipe', 'algonqui', 'irish', 'coffee', 'world', 'best', 'whiskey', 'drink', 'selected', 'gary', 'regan', 'mardee', 'haidin', 'regan', 'ardentspirits.com', 'visually', 'stunning', 'image', 'every', 'drink', 'plus', 'every', 'recipe', 'accompanied', 'little', 'cocktail', 'conversation', 'astute', 'observation', 'little', 'drink-related', 'trivia', 'regans']",Food & dining
31421,,"['opentable', 'help', 'book', 'table', 'thousand', 'restaurant', 'u', 'canada', 'mexico', 'english', 'plus', 'member', 'earn', 'dining', 'point', 'pay', 'meal', 'opentable', 'restaurant', 'work', 'choose', 'date', 'time', 'party', 'size', 'see', 'available', 'table', 'real', 'time', 'tap', 'table', 'reservation', 'instantly', 'love', 'find', 'restaurant', 'near', 'see', 'available', 'table', 'real', 'time', 'list', 'map', 'narrow', 'search', 'cuisine', 'price', 'neighborhood', 'browse', 'menu', 'diner', 'rating', 'review', 'add', 'upcoming', 'reservation', 'calendar', 'make', 'out-of-town', 'reservation', 'travel', 'perk', 'member', 'manage', 'upcoming', 'reservation', 'easily', 'access', 'dining', 'history', 'bookmark', 'favorite', 'restaurant', 'earn', 'dining', 'point', 'cash', 'opentable', 'restaurant', 'feedback', 'experiencing', 'issue', 'feature', 'request', 'suggestion', 'future', 'version', 'please', 'visit', 'support.opentable.com']",Food & dining
31558,,"['beer', 'counter', 'keep', 'eye', 'drink', 'making', 'small', 'crack', 'paper', 'beer', 'coaster', 'yesterday', 'beer', 'counter', 'buddy', 'keep', 'track', 'consumption', 'assist', 'personal', 'intuitive', 'interface', 'count', 'drink', 'know', 'bill', 'share', 'drinking', 'score', 'friend', 'beer', 'counter', 'finger', 'tip', 'brand', 'version', 'save', 'image', 'phone', 'album', 'save', 'personalized', 'coaster', 'image', 'share', 'friend', 'support', 'separate', 'counter', 'drink', 'check', 'bill', 'beverage', 'choose', 'favorite', 'beer', 'coaster', 'take', 'picture', 'display', 'inside', 'coaster', 'picture', 'reflect', 'alcohol', 'level', 'select', 'background', 'according', 'favorite', 'drink', 'vibration', 'feedback', 'counting', 'privacy', 'policy', 'beercounter', 'store', 'data', 'within', 'storage', 'long', 'required', 'picture', 'stored', 'medium', 'library', 'select', 'option', 'data', 'collected', 'used', 'data', 'transmitted']",Food & dining
31713,,"['cuisine', 'ireland', 'contains', 'sumptuous', 'recipe', 'renowned', 'irish', 'chef', 'author', 'dermot', 'seberry', 'taking', 'heart', 'ancient', 'ireland', 'northern', 'beauty', 'mourne', 'cooley', 'peninsula', 'along', 'magnificent', 'east', 'coastline', 'across', 'boyne', 'valley', 'focus', 'best', 'region', 'offer', 'food', 'tourist', 'local', 'chef', 'developed', 'companion', 'piece', 'dermot', 'book', 'ireland', 'culinary', 'journey', 'north', 'east', 'title', 'winner', 'ireland', 'gourmand', 'world', 'cookbook', 'award', 'nominated', 'best', 'world', 'gourmand', 'world', 'cookbook', 'award', 'recipe', 'include', 'stockwells', 'slimmer', 'frittata', 'trim', 'castle', 'royal', 'meath', 'lamb', 'sticky', 'ardee', 'bacon', 'red', 'cabbage', 'glebe', 'brethan', 'gnocchi', 'bellingham', 'bán', ""'in"", 'season', 'farm', 'cherry', 'pure', 'honey', 'dunany', 'sour', 'dough', 'bread', 'tartare', 'wild', 'sea', 'trout', 'glyde', 'inn', 'razor', 'eddie', 'tuite', 'black', 'pudding', 'egg', 'pea', 'puree', 'smoked', 'bacon', 'home', 'reared', 'pork', 'pudding', 'bramly', 'apple', 'boyne', 'valley', 'salmon', 'scotch', 'quail', 'egg', 'jerusalem', 'artichoke', 'brûlée', 'maple-glazed', 'bacon', 'crisp', 'hot', 'smoked', 'curried', 'mackerel', 'bellingham', 'blue', 'brûlée', 'broccoli', 'couscous', 'apple', 'tatin']",Food & dining
31767,,"['application', 'show', 'picture', 'tasty', 'beatifully', 'decorated', 'baking', 'product', 'www.dianasbaking.com', 'arranges', 'similar', 'manner', 'save', 'file', 'locally', 'able', 'work', 'offline', 'case', 'connected', 'internet', 'let', 'user', 'order', 'request', 'leave', 'testimonial', 'product', 'privacy', 'statement', 'collect', 'user', 'personal', 'information', 'whatsoever', 'neither', 'microphone', 'computer', 'camera', 'serf', 'commercial']",Food & dining
31818,,"['indian', 'ziaqa', 'representation', 'international', 'people', 'indian', 'taste', 'awesome', 'ingredient', 'cooking', 'direction', 'indian', 'food', 'chicken', 'mutton', 'fish', 'vegetable', 'sweet', 'dish', 'recipe', 'easily', 'cook', 'awesome', 'indian', 'dish']",Food & dining
31824,,"['fastest', 'easiest', 'way', 'know', 'detail', 'food', 'item', 'online', 'installing', 'menusurf', 'application', 'mobile', 'device', 'menusurf', 'offer', 'menu', 'image', 'notification', 'deal', 'menusurf', 'make', 'restaurant', 'menu', 'mobile', 'user', 'friendly', 'guide', 'user', 'food', 'item']",Food & dining
32050,,"['food', 'management', 'application', 'fridge', 'freezer', 'pantry', 'food', 'shelf', 'life', 'management', 'management', 'grocery', 'list']",Food & dining
32081,,"['stonesoup', 'minimalist', 'home', 'cooking', 'ingredient', 'minute', 'series', 'recipe', 'aimed', 'keeping', 'thing', 'simple', 'possible']",Food & dining
32150,,"['hirecipe', 'useful', 'application', 'people', 'cook', 'find', 'recipe', 'online.by', 'hirecipe', 'window', 'user', 'find', 'favorite', 'recipe', 'offline', 'single', 'tap', 'recipe', 'parsed', 'application', 'belong', 'original', 'site', 'application', 'way', 'replaces', 'demand', 'original', 'search', 'favorite', 'recipe', 'type', 'recipe', 'name', 'search', 'charm', 'please', 'feel', 'developer', 'suggestion', 'report', 'bug', 'please', 'developer', 'leaving', 'negative', 'review', 'really', 'appreciate', 'recipe', 'request', 'adding', 'soon']",Food & dining
32157,,"['ever', 'forget', 'spice', 'baking', 'item', 'way', 'check', 'inventory', 'home', 'store', 'planning', 'meal', 'answer', 'cooking', 'inventory', 'tracker', 'management', 'tool', 'spice', 'rack', 'baking', 'need']",Food & dining
32203,,"['ever', 'puzzled', 'calculate', 'tip', 'split', 'bill', 'rewarding', 'dinner', 'tip', 'split', 'quickly', 'easily']",Food & dining
32204,,"['frigo', 'manager', 'store', 'handle', 'food', 'fridge', 'freezer', 'many', 'time', 'happened', 'purchased', 'food', 'even', 'worse', 'thrown', 'away', 'expired', 'frigo', 'manager', 'happen', 'expired', 'food', 'bad', 'memory', ""'ll"", 'eye', 'fridge', 'expiration', 'date', 'simple', 'add', 'product', 'purchased', 'entering', 'description', 'expiration', 'date', 'category', 'amount', 'optionally', 'also', 'insert', 'date', 'purchase', 'auto', 'insert', 'shopping', 'list', 'note', 'mark', 'product', 'frozen', ""'re"", 'done', 'simple', 'clean', 'interface', ""'ll"", 'see', 'list', 'product', 'fridge', 'freezer', 'sorted', 'expiration', 'date', 'colored', 'state', 'status', 'red', 'expired', 'food', 'orange', 'due', 'today', 'tomorrow', 'next', 'day', 'light', 'green', 'due', 'within', 'week', 'green', 'expiring', 'week', 'four', 'view', 'week', 'product', 'expire', 'next', 'seven', 'day', 'grouped', 'day', 'expired', 'expired', 'product', 'product', 'grouped', 'state', 'category', 'product', 'grouped', 'category', 'course', 'ability', 'edit', 'product', 'remove', 'quantity', 'remove', 'completely', 'statistic', 'graphic', 'detailed', 'view', 'product', 'sharing', 'statistical', 'data', 'database', 'filtered', 'according', 'displayed', 'live', 'tile', 'tile', 'shopping', 'list', 'toast', 'notification', 'function', 'search', 'recipe', 'reading', 'displayed', 'voice', 'command', 'shopping', 'list', 'calendar', 'creation', 'searching', 'onedrive', 'backup', 'favorite', 'post-it', 'etc', 'next', 'update', 'features…', 'support', 'u', 'rate', 'review', 'accept', 'tip', 'suggestions.', 'useful', 'real', 'life', 'waste', 'food']",Food & dining
32304,,"['cookbook', 'easy', 'storing', 'managing', 'cooking', 'recipe', 'add', 'ingredient', 'step', 'step', 'procedure', 'cook', 'favorite', 'recipe', 'really', 'simple', 'navigation', 'handy', 'keyboard', 'usage', 'view', 'stored', 'recipe', 'easily', 'readable', 'format', 'added', 'share', 'feature', 'suggestion', 'issue', 'venkyzealous', 'gmail.com', 'thanks', 'guy', 'happy', 'cooking']",Food & dining
32333,,"['beer', 'rating', 'help', 'create', 'save', 'share', 'personal', 'beer', 'tasting', 'note', 'collect', 'required', 'information', 'easy', 'straightforward', 'way', 'turn', 'information', 'professional', 'text', 'share', 'text', 'html']",Food & dining
32423,,"['gratuity', 'calculator', 'made', 'mind', 'help', 'easily', 'calculate', 'gratuity', 'check', 'also', 'give', 'ability', 'split', 'check', 'figure', 'much', 'person', 'owes', 'hope', 'enjoy', 'collect', 'publish', 'personal', 'information', 'mac', 'solution', 'dedicated', 'personal', 'privacy', 'save', 'personal', 'information', 'way', 'distribute', 'share', 'third', 'party', 'please', 'rate', 'window', 'store']",Food & dining
32456,,"['nerdy', 'nummies', 'geek', 'recipe', 'program', 'rosanna', 'pansino', 'idea', 'already', 'fan', 'recipe', 'program', 'application', 'exactly']",Food & dining
32460,,"['lover', 'italian', 'kitchen', 'book', 'different', 'recipe', 'chose', 'would', 'prepare', 'sweet', 'salty', 'waiting', 'let', 'start', 'cook', 'enjoy', 'meal']",Food & dining
32495,,"['kitchen', 'helper', 'allows', 'quick', 'easy', 'way', 'add', 'webpage', 'onenote', 'browse', 'recipe', 'inspiration', 'also', 'conversion', 'unit', 'recipe', 'one', 'know']",Food & dining
32721,,"['cook', 'provides', 'bunch', 'recipe', 'daily', 'breakfast', 'lunch', 'specially', 'designed', 'people', 'india', 'china', 'however', 'sure', 'recipe', 'country', 'people', 'simple', 'tasty']",Food & dining
32967,,"['beautiful', 'easy', 'tea', 'timer', 'pin', 'tea', 'start', 'choose', 'time', 'presets', 'popular', 'blend', 'tea', 'edit', 'time', 'alarm', 'tea', 'ready', 'statistic', 'weekly', 'daily', 'global', 'number', 'tea', 'served', 'live', 'tile', 'statistic', 'temperature', 'information', 'enjoy', 'cup', 'tea', 'easter', 'egg', 'tip', 'tap-and-hold', 'round', 'ui', 'element', 'update', 'fixed', 'startup', 'crash', 'updating', 'v.', 'update', 'pin', 'tea', 'start', 'tea', 'blend', 'recommended', 'temperature', 'live', 'tile', 'statistic', 'pin', 'tea', 'timer', 'start', 'update', 'weekly', 'tea', 'counter', 'reset', 'sunday', 'how-to', 'screen', 'added', 'startup', 'switched', 'google', 'ad', 'adduplex', 'high-resolution', 'graphic', 'ability', 'share', 'link', 'bug', 'fix']",Food & dining
33092,,"['commercial', 'kitchen', 'timer', 'hold', 'calculation', 'even', 'software', 'closed', 'reopened', 'ad']",Food & dining
33218,,"['cooking', 'ivanka', 'gladly', 'take', 'inspiration', 'everywhere', 'love', 'cookbook', 'search', 'frequently', 'internet', 'recipe', 'bookcase', 'encounter', 'see', 'cookbook', 'recipe', 'regular', 'base', 'friend', 'family', 'window', 'actually', 'next', 'step', 'nice', 'reference', 'application', 'make', 'find', 'tasty', 'lot', 'fun', 'cooking']",Food & dining
33241,,"['simple', 'easy', 'kitchen', 'timer']",Food & dining
33267,,"['application', 'youtube', 'video', 'collection', 'selected', 'recipe', 'following', 'popular', 'indian', 'chef', 'vah', 'chef', 'sanjay', 'thumma', 'tarla', 'dalal', 'nisha', 'madhulika', 'manjula', 'jain', 'would', 'provide', 'comment/suggestions', 'improvement', 'please', 'send', 'write2sushma', 'hotmail.com']",Food & dining
33362,,"['café', 'coffee', 'day', 'india', 'largest', 'cafe', 'coffee', 'chain', 'division', 'amalgamated', 'bean', 'coffee', 'trading', 'company', 'limited', 'abctcl', 'popularly', 'known', 'ccd', 'coffee', 'shop', 'young', 'heart', 'unwind', 'café', 'coffee', 'day', 'mobile', 'application', 'enables', 'check', 'menu', 'exclusive', 'offer', 'discount', 'even', 'step-by-step', 'direction', 'outlet', 'download', 'cafe', 'moment', 'card', 'know', 'balance', 'transaction', 'invite', 'friend', 'hangout', 'simply', 'scroll', 'finest', 'coffee', 'offer', 'lot', 'happen', 'coffee']",Food & dining
