,package,description,category
52245,,"['allowance', 'tracking', 'chore', 'management', 'investment', 'review', 'instant', 'payment', 'conveniently', 'bundled', 'slim', 'easy', 'interface', 'moneyorc', 'financial', 'education', 'platform', 'kid', 'teen', 'teach', 'aspect', 'money', 'management', 'designed', 'parent', 'kid', 'provides', 'quick', 'convenient', 'interface', 'daily', 'task', 'well', 'overview', 'child', 'financial', 'situation', 'started', 'visit', 'www.moneyorc.com', 'create', 'family', 'account', 'setup', 'virtual', 'bank', 'version', 'allowance', 'tracking', 'monitor', 'account', 'balance', 'review', 'transaction', 'add/deduct', 'money', 'track', 'chore', 'approve/decline', 'chore', 'card', 'issue/review/resolve', 'penalty', 'approve/decline/create/edit', 'job', 'define', 'tenders/offer', 'accept', 'bid', 'approve/decline/review', 'insurance', 'claim', 'review/monitor', 'investment', 'read/send', 'internal', 'mail']",Kids & family
52300,,"['kid', 'love', 'ballerina', 'dancing', 'butterfly', 'love', 'kitten', 'tutu', 'look', 'ballerina', 'puzzle', 'fun', 'animated', 'puzzle', 'toddler', 'preschooler', 'kid', 'age', 'includes', 'twelve', 'different', 'kid', 'toddler', 'friendly', 'jigsaw-style', 'puzzle', 'option', 'change', 'number', 'piece', 'remove', 'helper', 'puzzle', 'start', 'easy', 'made', 'challenging-', 'perfect', 'little', 'school-aged', 'life', 'love', 'fancy', 'girl', 'want', 'dancing', 'star', 'prima', 'ballerina', 'scene', 'include', 'cute', 'girl', 'dancer', 'fun', 'animated', 'dancing', 'kitten', 'ballet', 'pointe', 'slipper', 'tutu', 'puzzle', 'come', 'life', 'complete', 'princess', 'ballerina', 'dance', 'friend', 'pet', 'cat', 'even', 'snowy', 'white', 'swan', 'swan', 'lake', 'high', 'quality', 'high', 'style', 'fairytale', 'puzzle', 'virtual', 'jigsaw', 'piece', 'learning', 'shape', 'recognition', 'matching-', 'great', 'educational', 'purpose', 'fun', 'good', 'child', 'first', 'puzzle', 'different', 'fun', 'dancing', 'ballerina', 'puzzle', 'choose', 'piece', 'puzzle', 'setting', 'helper', 'guide', 'turn', 'rich', 'colorful', 'graphic', 'child', 'book', 'illustrator', 'laura', 'tallardy', 'positive', 'encouragement', 'fun', 'interactive', 'ribbon', 'bow', 'pop', 'animated', 'dancer', 'end', 'puzzle', 'adjustable', 'difficulty-', 'make', 'level', 'challenge', 'older', 'child', 'keep', 'easy', 'younger', 'child', 'easy', 'kid', 'control-', 'great', 'activity', 'kid', 'preschool', 'kindergarten', 'please', 'note', 'version', 'puzzle']",Kids & family
52400,,"['mango', 'technology', 'present', 'child', 'learn', 'german', 'alphabet', 'help', 'learn', 'recognize', 'write', 'german', 'alphabet', 'four', 'step', 'interactive', 'learning', 'step', 'learn', 'animated', 'kid', 'trace', 'alphabet', 'step', 'practice', 'kid', 'draw', 'letter', 'interactive', 'step', 'workbook', 'practice', 'writing', 'alphabet', 'associated', 'object', 'correct', 'write', 'corresponding', 'object', 'image', 'shown', 'wrong', 'hint', 'shown', 'kid', 'draw', 'correctly', 'next', 'time', 'step', 'workbook', 'save', 'work', 'showcase', 'parent', 'teacher', 'please', 'send', 'feedback', 'continue', 'create', 'better', 'experience']",Kids & family
52501,,"['metro', 'timer', 'visually', 'show', 'time', 'elapsing', 'give', 'child', 'visual', 'sense', 'time', 'beep', 'time']",Kids & family
52529,,"['simple', 'story', 'book', 'created', 'especially', 'kid', 'window', 'phone']",Kids & family
52555,,"['v1.3', 'mother', 'record', 'voice', 'accent', 'teach', 'toddler', 'alphabet', 'v1.2', 'touch', 'object', 'alphabet', 'mother', 'voice', 'v1.1', 'learn', 'alphabet', 'mother', 'voice', 'make', 'attractive', 'toddler', 'learn', 'alphabet', 'let', 'toddler', 'learn', 'time', 'simple', 'design', 'integrated', 'beautiful', 'picture', 'keep', 'toddler', 'interest', 'long', 'time', 'learn', 'alphabet', 'fast']",Kids & family
52637,,"['exciting', 'safari', 'tour', 'optimal', 'kid', 'af', 'age', 'touch', 'big', 'button', 'animal', 'directly', 'make', 'animal', 'perform', 'action', 'next', 'animal', 'button', 'large', 'enough', 'even', 'toddler', 'operate', 'enjoy', 'animated', 'environment', 'including', 'real', 'sound', 'following', 'animal', 'observed', 'elephant', 'zebra', 'giraffe', 'lion', 'crocodile']",Kids & family
52644,,"['love', 'watching', 'doraemon', 'cartoon', 'download', 'application', 'watch', 'doraemon', 'cartoon', 'video', 'even', 'add', 'video', 'favorite', 'search', 'video', 'name', 'well']",Kids & family
52645,,"['developed', 'parent', 'young', 'kid', 'parent', 'young', 'kid', 'animal', 'fun', 'thrill', 'child', 'question', 'puzzle', 'matching', 'sticker', 'book', 'revolving', 'around', 'collection', 'cute', 'cartoon', 'animal', 'simply', 'select', 'beginner', 'advanced', 'level', 'watch', 'go', 'ideal', 'kid', 'year', 'version', 'english']",Kids & family
52672,,"['touch', 'screen', 'throw', 'colorful', 'confetti', 'piece', 'confetti', 'piece', 'fall', 'reacting', 'hold', 'phone', 'many', 'finger', 'time', 'fun', 'activity', 'kid', 'different', 'confetti', 'type']",Kids & family
52674,,"['consist', 'short', 'moral', 'story', 'kid', 'hd', 'image', 'easy', 'remember']",Kids & family
52708,,"['animal', 'memory', 'card', 'classic', 'board', 'improve', 'memory', 'skill', 'kid', 'tap', 'turn', 'card', 'listen', 'animal', 'sound']",Kids & family
52723,,"['fun', 'learning', 'kid', 'alphakids', 'teach', 'kid', 'alphabet', 'phonics', 'number', 'way', 'colourful', 'letter', 'picture', 'voice', 'announcement', 'even', 'come', 'animal', 'fruit', 'nursery', 'rhyme', 'coming', 'next', 'update', 'version', 'history', 'v1.0.1.3', 'minor', 'ui', 'tweak', 'v1.0.1.2', 'australian', 'voice', 'across', 'three', 'exciting', 'type', 'abc', 'phonics', 'number', 'song', 'animation', 'reward', 'end', 'improved', 'ui', 'v1.0.1.1', 'fix', 'minor', 'navigational', 'link']",Kids & family
52724,,"['updated', 'provide', 'easter', 'egg', 'live', 'tile', 'clue', 'along', 'upside', 'phone', 'orientation', 'also', 'added', 'ability', 'choose', 'several', 'different', 'voice', 'access', 'voice', 'selection', 'dial', 'change', 'voice', 'setting', 'screen', 'toy', 'phone', 'interface', 'pleasing', 'sound', 'colorful', 'button', 'entertain', 'young', 'window', 'phone', 'enthusiast', 'fire', 'give', 'phone', 'child', 'without', 'worrying', 'making', 'inadvertent', 'phone', 'call', 'multi-touch', 'response', 'wo', 'frustrate', 'baby', 'hold', 'phone', 'thumb', 'always', 'screen', 'field', 'tested', 'actual', 'toddler', 'version', 'full-featured', 'advertising', 'enabled', 'paid', 'version', 'remove', 'ad', 'allowing', 'little', 'room', 'call', 'button', 'also', 'child', 'done', 'playing', 'try', 'dialing', 'well-known', 'number', 'see', 'find', 'easter', 'egg', 'finally', 'home/back/search', 'button', 'disabled', 'young', 'user', 'found', 'turning', 'phone', 'upside', 'help', 'prevent', 'accidental', 'navigation']",Kids & family
52764,,"['simple', 'preschool', 'learning', 'kid', 'learn', 'animal', 'sound', 'fun', 'teach', 'kid', 'associate', 'animal', 'sound', 'lite', 'version', 'contains', 'sponsored', 'advertisement', 'developer', 'future', 'update', 'update', 'add', 'animal', 'update', 'fix', 'audio', 'level', 'add', 'chicken']",Kids & family
52771,,"['lds', 'child', 'story', 'application', 'contains', 'child', 'gospel', 'story', 'book', 'including', 'old', 'testament', 'testament', 'book', 'mormon', 'doctrine', 'covenant', 'version', 'contains', 'many', 'improvement', 'including', 'following', 'updated', 'content', 'testament', 'book', 'mormon', 'watch', 'video', 'chapter', 'available', 'auto-load', 'previously', 'viewed', 'chapter', 'improved', 'navigation', 'tap', 'verse', 'view', 'picture', 'text', 'picture', 'text', 'send', 'feature', 'request', 'via', 'twitter', 'griffith72']",Kids & family
52775,,"['letter', 'number', 'find', 'intruder', 'sequence', 'five', 'element']",Kids & family
52868,,"['grand', 'prize', 'winner', 'microsoft', 'developer', 'movement', 'canada', 'competition', '//www.developermovement.ca/phone-winners.aspx', 'simlpy', 'tilematch', 'ad-free', 'anyone', 'enjoy', 'great', 'train', 'memory', 'keeping', 'kid', 'occupied', 'simlpy', 'tilematch', 'great', 'choice', 'challenging', 'level', 'concentration', 'cognitive', 'ability', 'tile', 'level', 'selectable', 'difficulty', 'level', 'choose', 'simlpy', 'tilematch', 'fun', 'people', 'age', 'kid', 'family', 'friendly', 'interface', 'category', 'tile', 'number', 'chinese', 'zodiac', 'zodiac', 'flag', 'people', 'letter', 'fruit', 'flower', 'tool', 'would', 'keep', 'fun', 'going', 'long', 'time', 'simply', 'tilematch', 'support', 'english', 'french', 'chinese', 'traditional', 'chinese', 'simplified', 'forget', 'rate', 'hope', 'enjoy', 'www.dicksonlam.com']",Kids & family
52898,,"['color', 'hunter', 'wonderful', 'paint', 'kid', 'paint', 'animal', 'around', 'world', 'fast', 'correctly', 'colour', 'least', 'picture', 'order', 'unlock', 'following', 'animal', 'continent']",Kids & family
52931,,"['animated', 'book', 'many', 'child', 'bible', 'story', 'series', 'produced', 'ximad', 'team', 'parent', 'lot', 'child', 'learn', 'bible', 'hoping', 'story', 'child', 'spiritual', 'endeavor', 'particular', 'book', 'tell', 'story', 'jesus', 'birth', 'enjoy', 'story', 'jesus', 'born', 'bethlehem', 'illustration', 'filled', 'amazing', 'animated', 'scene', 'entertain', 'teach', 'child', 'important', 'easy', 'written', 'bible', 'story', 'illustration', 'come', 'live', 'right', 'hand', 'uniquely', 'illustrated', 'animated', 'scene', 'picture', 'move', 'animate', 'tilt', 'device', 'tap', 'screen', 'make', 'child', 'familiar', 'story', 'creation', 'keep', 'child', 'entertained', 'anywhere', 'go', 'enjoy', 'book', 'created', 'love', 'devotion', 'children.v']",Kids & family
52942,,"['dot', 'application', 'enables', 'shaping', 'simple', 'pictured', 'coloured', 'dot', 'may', 'choose', 'dot', 'colour', 'application', 'full', 'license', 'enables', 'saving', 'picture', 'picture', 'saved', 'jpeg', 'format', 'small', 'big', 'kid', 'alike']",Kids & family
52946,,"['+++new', 'release', 'attractive', 'theme', 'design', 'especially', 'kid', 'fun', '+++new', 'release', 'improved', 'graphic', 'color', 'object', 'pleasing', 'audio', 'sound', 'added', 'delightful', 'learning', 'minor', 'bug', 'fix', 'music', 'colorful', 'button', 'young', 'child', 'learn', 'color', 'simple', 'interface', 'make', 'easy', 'learn', 'based', 'color', 'thrill', 'kid', 'blue', 'red', 'green', 'orange', 'yellow', 'purple', 'black', 'brown', 'white', 'pink', 'fun', 'young', 'kid', 'learn', 'mode', 'child', 'listen', 'name', 'color', 'drawing', 'object', 'color', 'easel', 'child', 'learn', 'recognize', 'color', 'series', 'colorful', 'gaming', 'round', 'kid', 'match', 'color', 'identify', 'name', 'finally', 'color', 'real', 'life', 'object', 'time', 'child', 'choose', 'correct', 'congratulation', 'sound', 'come', 'hope', 'child', 'enjoy', 'fun', 'education', 'built']",Kids & family
52951,,"['kid', 'learn', 'vegetable', 'child', 'age', 'blast', 'connecting', 'dot', 'bring', 'life', 'vegetable', 'exciting', 'educational', 'interactive', 'kid', 'learn', 'vegetable', 'take', 'advantage', 'connect', 'dot', 'improves', 'child', 'brain', 'development', 'yet', 'modernizes', 'colorful', 'entertaining', 'image', 'vegetable', 'child', 'learn', 'interesting', 'fact', 'vegetable', 'recognize', 'number', 'letter', 'parent', 'pleasantly', 'surprised', 'child', 'identifies', 'vegetable', 'daily', 'life', 'playing', 'kid', 'learn', 'vegetable', 'easy', 'child', 'tap', 'connect', 'dot', 'outline', 'vegetable', 'number', 'alphabet', 'pronounced', 'dot', 'connected', 'transform', 'colorful', 'vegetable', 'image', 'come', 'action', 'interesting', 'fact', 'hope', 'child', 'enjoy', 'fun', 'education', 'built']",Kids & family
52992,,"['first', 'word', 'lite', 'first', 'educational', 'nr', 'paid', 'kid', 'family', 'application', 'wp7', 'help', 'child', 'learn', 'letter', 'sound', 'phonics', 'letter', 'name', 'form', 'word', 'spelling', 'three', 'full', 'version', 'available', 'first', 'word', 'learning', 'animal', 'first', 'word', 'learning', 'vehicle', 'first', 'word', 'learning', 'shape', 'color', 'featured', 'microsoft', 'u', 'uk', 'numerous', 'store', 'throughout', 'world', 'installed', 'jessica', 'alba', 'window', 'phone', 'ad', 'playing', 'nbc', 'learn', 'letter', 'sound', 'letter', 'name', 'learn', 'word', 'spell', 'learn', 'recognize', 'letter', 'upper', 'lowercase', 'match', 'word', 'unique', 'navigation', 'allows', 'child', 'explore', 'word', 'tap', 'image', 'word', 'discover', 'sound', 'learn', 'name', 'user', 'interface', 'specifically', 'developed', 'child', 'finger', 'engaging', 'colorful', 'artwork', 'amazing', 'sound', 'effect', 'animation', 'studio', 'recording', 'letter', 'word', 'spelling', 'three', 'different', 'hint', 'alternative', 'color', 'hint', 'letter', 'hint', 'color', 'letter', 'hint', 'three', 'animal', 'three', 'vehicle', 'three', 'shape', 'color', 'included', 'six', 'different', 'setting', 'increase', 'difficulty', 'child', 'learn', 'know', 'inside', 'mom', 'member', 'follow', 'know', 'inside', 'best', 'practice', 'kid', 'disclosure', 'anlock', 'child', 'privacy', 'safety', 'priority', 'please', 'visit', 'www.anlock.com/privacy', 'also', 'available', 'first', 'word', 'learning', 'animal', 'spanish', 'french', 'italian', 'german', 'greek', 'first', 'word', 'learning', 'vehicle', 'first', 'word', 'learning', 'shape', 'color', 'spanish', 'french', 'german', 'feedback', 'feedback', 'anlock.com', 'visit', 'u', 'www.anlock.com', 'u', 'www.facebook.com/anlockapps', 'follow', 'u', 'anlockapps', 'version', 'may', 'find', 'privacy', 'policy', 'info']",Kids & family
53030,,"['reminder', 'used', 'pin', 'kid', 'start', 'screen', 'parent', 'give', 'timeout', 'let', 'timeout', 'consistent', 'discipline', 'house', 'simply', 'add', 'kid', 'name', 'birthday', 'optional', 'picture', 'added', 'touch', 'kid', 'picture', 'bring', 'option', 'edit', 'detail', 'start', 'timeout', 'time', 'calculated', 'birthday', 'cancel', 'running', 'timeout', 'restart', 'timeout', 'starting', 'phone', 'vibrate', 'alarm', 'let', 'know', 'timeout', 'end', 'leave', ""'ll"", 'set', 'reminder', 'instead', ""'ll"", 'notified']",Kids & family
53069,,"['piano', 'cute', 'dog', 'voice', 'max', 'bella', 'voice', 'dog', 'piano', 'fun', 'instrument', 'generates', 'dog', 'piano', 'note', 'dog', 'see', 'he/she', 'reacts', 'generated', 'sound', 'moreover', 'install', 'dog', 'piano', 'device', 'create', 'dog', 'piano', 'group', 'friend', 'otherwise', 'prank', 'friend', 'dog', 'voice', 'tell', 'know', 'voice', 'source', 'important', 'forget', 'unmute', 'device', 'enjoy', 'fun']",Kids & family
53092,,"['listen', '100', 'audio', 'story', 'kid', 'beautifully', 'read']",Kids & family
53136,,"['handy', 'manny', 'kindergarten', 'teach', 'team', 'work', 'fun', 'video', 'collection', 'disney', 'handy', 'manny', 'video', 'toddler', 'enjoy', 'learn', 'problem', 'soving', 'skill', 'focus', 'teaching', 'work', 'handy', 'manny', 'disney', 'character', 'focus', 'helping', 'others', 'always', 'putting', 'community', 'need', 'problem-solving', 'preparedness', 'frequent', 'theme', 'viewer', 'see', 'negative', 'repercussion', 'impatience', 'poor', 'teamwork', 'cultural', 'diversity', 'respect', 'others', 'top', 'well-rounded', 'series', 'manny', 'humble', 'genuinely', 'interested', 'others', 'positive', 'attitude', 'great', 'work', 'ethic', 'tool', 'fun', 'name', 'music', 'catchy.it', 'unique', 'great', 'lesson', 'kid', 'learn', 'teach', 'tolerance', 'toddler', 'great', 'toddler', 'boy', 'girl']",Kids & family
53523,,"['create', 'customize', 'family', 'tree', 'add', 'name', 'date', 'photo', 'explore', 'root', 'share', 'unique', 'family', 'history', 'useful', 'provides', 'amazing', 'opportunity', 'keep', 'memory', 'ancestor', 'follow', 'current', 'structure', 'big', 'family', 'looking', 'family', 'life', 'tree', ""'ll"", 'always', 'proud', 'strong', 'family', 'outstanding', 'member', 'seeing', 'photo', 'dear', 'people', 'inspire', 'family', 'gathering', 'often', 'family', 'life', 'tree', 'rescue', 'family', 'image', 'depth', 'hard', 'drive', 'add', 'family', 'gallery', 'note', 'main', 'information', 'name', 'address', 'time', 'life', 'occupation', 'achievement', 'set', 'birthday', 'wedding', 'anniversary', 'reminder', 'try', 'colorful', 'family', 'life', 'tree', 'skin', 'share', 'relative']",Kids & family
53802,,"['application', 'content', 'ui', 'chinese', ""'m"", 'pregant', 'haoyun', 'window', 'phone', 'perfect', 'tool', 'pregant', 'life', '好孕，用于帮助怀孕妈妈度过快乐而又丰富的孕期生活。你会为40周的孕期生活而毫无头绪吗？你想知道孕期需要做哪些准备和检查吗？你想了解怀孕期间避免哪些事情吗？你想了解怀孕期间的营养建议吗？你知道哪些东西在孕期是禁止食用的？', '请关注好孕带来的轻松孕期妈妈生活。', '好孕v1.0功能一览：', '计算孕周。帮助确定孕周，合理安排孕期生活和检查。', '孕周提醒。通过windows', 'phone的提醒功能，让你在第一时间收到宝贝在新孕周的各种资讯和建议。', '孕周广播站，孕期健康早知道。你可以在孕周广播站，收到最丰富的孕周信息、胎儿状况、妈妈情况、健康建议和注意事项，帮助你度过整个快乐的280天。', '成长树。在成长树上，逐步获得成长勋章，了解好孕更多的功能和工具。', '特别健康提醒。让你了解孕期各个阶段应该注意的问题，避免不恰当的生活方式，做好各种可能的准备。', '将孕期信息分享给好友。可以通过短信或者邮件方式，将有用的孕期信息分享给亲友。', '管理妈妈和宝贝的孕期档案信息，方便以后管理。', 'v1.1版更新：', '增加快乐胎教，实现给宝贝读的故事、宝贝的诗词、妈妈唱儿歌模块。', '添加更新日志。', '更新应用推荐列表。', '优化孕周广播健康内容。', '错误修复（bug', 'fix）。', 'v1.2版更新：', '实现微博分享胎教信息和健康信息。', '解决若干bug。', '即将上线更多功能，敬请期待后续版本。', 'application', 'baby', 'pregnant', 'mother', 'pregnant', 'mother', 'manage', 'pregnant', 'life', 'find', 'lot', 'useful', 'tool', 'calendar', 'useful', 'information', 'baby', 'mother', 'supporting', 'service', 'okr.me', '欢迎通过新浪微博与研发团队进行交流', '应用电台', '或者通过邮件与我们取得联系', '邮件地址是', 'service', 'okr.me', '我们会不断优化产品', '为大家提供优质和贴心的服务']",Kids & family
53943,,"['limited', 'version', 'coloring', 'book', 'coloring', 'book', 'window', 'phone', 'fun', 'coloring', 'activity', 'kid', 'kid', 'age', 'variety', 'color', 'show', 'creativity', 'keep', 'young', 'child', 'busy', 'hour', 'give', 'child', 'window', 'phone', 'device', 'open', 'coloring', 'book', 'share', 'picture', 'friend', 'family', 'simple', 'intuitive', 'design', 'make', 'coloring', 'book', 'perfect', 'activity', 'kid', 'cute', 'educational', 'increase', 'child', 'awareness', 'improves', 'hand-eye', 'coordination', 'full', 'version', 'picture', 'color', 'share', 'picture', 'via', 'easy', 'clear', 'coloring', 'start', 'develops', 'hand-eye', 'coordination']",Kids & family
53947,,"['dory', 'need', 'major', 'memory', 'match', 'friend', 'fast', 'ca', 'remember', 'thing', 'match', 'character', 'time', 'run', 'tap', 'bubble', 'see', 'friend', 'hiding', 'behind', 'bubble']",Kids & family
54000,,"['turn', 'phone', 'customizable', 'clock', 'clock', 'displayed', 'background', 'farm', 'customize', 'appearance', 'clock', 'type', 'color', 'transparency', 'font', 'bold', 'italic', 'font', 'style', 'color', 'transparency', 'background', 'clock', 'scaled', 'moved', 'spot', 'screen', 'pinned', 'lock', 'screen', 'vertical', 'horizontal', 'orientation', 'prevention', 'lock', 'screen', 'launch', 'application', 'running']",Kids & family
54002,,"['lastest', 'voice', 'recognition', 'ideal', 'kid', 'family', 'teach', 'child', 'recognize', 'different', 'animal', 'voice', 'full', 'english', 'hand', 'function', 'different', 'animal', 'recognition', 'say', 'animal', 'name', 'watch', 'image', 'cortana', 'enabled', 'voice', 'recognition', 'completely', 'hand', 'teach', 'kid', 'voice', 'available', 'english', 'increase', 'visual', 'knowledge']",Kids & family
54023,,"['dinosaur', 'coloring', 'book', 'set', 'child', 'imagination', 'prehistoric', 'journey', 'dinosaur', 'coloring', 'book', 'interactive', 'coloring', 'book', 'allows', 'child', 'select', 'wide', 'variety', 'image', 'creating', 'never', 'ending', 'coloring', 'book', 'allow', 'child', 'color', 'favorite', 'dinosaur', 'easy', 'change', 'color', 'allows', 'child', 'create', 'different', 'variation', 'masterpiece', 'share', 'child', 'creation', 'save', 'device', 'show', 'adventure', 'later', 'art', 'time', 'kid', 'dinosaur', 'finger', 'paint', 'color', 'dinosaur', 'multiple', 'brush', 'paint', 'bucket', 'share', 'art', 'via', 'text', 'twitter', 'facebook', 'service', 'available', 'windowsphone', 'device', 'ad-supported', 'version', 'language', 'u', 'english', 'age', 'level', 'title', 'dinosaur', 'coloring', 'book', 'kid']",Kids & family
54035,,"['airplane', 'jet', 'coloring', 'book', 'set', 'flight', 'world', 'black', 'white', 'make', 'colorful', 'teach', 'child', 'color', 'exercise', 'imagination', 'fascinating', 'coloring', 'specifically', 'designed', 'smallest', 'learner', 'select', 'number', 'painting', 'tool', 'create', 'masterpiece', 'save', 'share', 'artwork', 'via', 'text', 'twitter', 'facebook', 'service', 'available', 'device', 'take', 'coloring', 'adventure', 'airplane', 'helicopter', 'ufo', 'rocket', 'jet', 'color', 'coloring', 'time', 'finger', 'painting', 'kid', 'blast', 'fun', 'coloring', 'book', 'airplane', 'jet', 'coloring', 'multiple', 'brush', 'paint', 'bucket', 'ad-supported', 'version', 'language', 'u', 'english', 'age', 'level', 'title', 'airplane', 'jet', 'coloring', 'book', 'kid']",Kids & family
54088,,"['easily', 'track', 'baby', 'nappy', 'change']",Kids & family
54091,,"['collection', 'number', 'alphabet', 'vegetable', 'fruit', 'kid', 'learn', 'fun', 'kid', 'easily', 'learn', 'picture', 'image', 'voice', 'fun', 'kid', 'learn', 'voice', 'speaking', 'number', 'alphabet', 'vegetable', 'fruit', '2.with', 'picture', '3.slide', 'show', '4.good', 'ui']",Kids & family
54139,,"['twister', 'companion', 'enhances', 'classic', 'twister', 'experience', 'adding', 'voice', 'choose', 'player', 'spin', 'wheel', 'window', 'phone', 'instead', 'classic', 'twister', 'twister', 'registered', 'trademark', 'hasbro', 'inc.', 'trying', 'replace', 'complement', 'avoid', 'choosing', 'player', 'spin', 'wheel', 'player', 'voice', 'receive', 'combination', 'part', 'body/color', 'way', 'everybody', 'fun']",Kids & family
54239,,"['kid', 'must', 'curious', 'every', 'time', 'bring', 'fruit', 'home', 'child', 'naturally', 'inquisitive', 'always', 'keen', 'learn', 'something', 'fruit', 'child', 'tiny', 'tot', 'mix', 'learning', 'playing', 'easily', 'bright', 'visual', 'illustration', 'sure', 'keep', 'kid', 'interested', 'interesting', 'take', 'interactivity', 'another', 'level', 'kid', 'would', 'easily', 'learn', 'fruit', 'pronunciation', 'along', 'shape', 'color', 'quite', 'easily', 'since', 'designed', 'increase', 'cognitive', 'well', 'motor', 'skill', 'additionally', 'fruit', 'available', 'big-sized', 'picture', 'uncluttered', 'layout', 'let', 'kid', 'relate', 'huge', 'placard', 'heavy', 'fruit', 'picture', 'even', 'force', 'kid', 'learn', 'name', 'fruit', 'boast', 'right', 'pronunciation', 'fruit', 'different', 'language', 'along', 'preferred', 'size', 'text', 'interactivity', 'ease', 'setting', 'fruit', 'name', 'english', 'language', 'prefer', 'biggest', 'advantage', 'rich', 'bright', 'neat', 'graphic', 'stand', 'child', 'see', 'hear', 'pronounce', 'fruit', 'easily', 'even', 'warm', 'intrinsic', 'quality', 'fruit', 'appreciate', 'taste', 'nutrition', 'kid-friendly', 'interface', 'make', 'sure', 'kid', 'enjoys', 'himself/', 'hour', 'together', 'fruit', 'kid', 'educational', 'child', 'year', 'limited', 'version', 'montessori', 'learning', 'fruit', 'kid', 'also', 'two', 'type', 'fun', 'memory', 'test', 'learning', 'memory', 'match', 'funny', 'memory', 'help', 'kid', 'enhancing', 'memory', 'objective', 'turn', 'pair', 'matching', 'card', 'easy', 'tap', 'flip', 'card', 'create', 'matching', 'pair', 'puzzle', 'find', 'simple', 'yet', 'effective', 'recognize', 'pronunciation', 'ask', 'find', 'montessori', 'fruit', 'pronouncing', 'montessori', 'fruit', 'name', 'click', 'correct', 'image', 'next', 'set', 'puzzle', 'fruit', 'kid', 'always', 'guide', 'kid', 'positive', 'manner', 'enthusiastic', 'appreciation', 'sound', 'floating', 'balloon', 'matter', 'kid', 'age', 'preschool', 'kindergarten', 'elementary', 'school', 'admission', 'teach', 'basic', 'concept', 'learning', 'enhance', 'learning', 'curve', 'easy', 'simple', 'fun', 'beautiful', 'real', 'image', 'hd', 'image', 'flashcard', 'find', 'memory', 'slide', 'show', 'auto', 'playing', 'mode', 'clear', 'pronunciation', 'aid', 'self-learning', 'hint', 'difficulty', 'level', 'match', 'abilities/age', 'child', 'work', 'offline', 'parental', 'control', 'help', 'child', 'develop', 'auditory', 'visual', 'fine', 'motor', 'skill', 'recognize', 'number', 'time', 'day', 'month', 'relate', 'number', 'time', 'day', 'month', 'name', 'develop', 'sense', 'achievement', 'kid', 'watch', 'wonderful', 'clear', 'real', 'image', 'fruit', 'learning', 'name', 'toddler', 'elder', 'brother', 'sister', 'grade', 'school', 'also', 'educational', 'besides', 'english', 'also', 'support', 'french', 'portuguese', 'brazilian', 'spanish', 'simplified', 'chinese', 'russian', 'hindi', 'language', 'playing', 'flashcard', 'foreign', 'language', 'school-age', 'child', 'effortlessly', 'learn', 'many', 'word', 'surprise', 'foreign', 'language', 'teacher', 'classmate', 'simple', 'interface', 'spoken', 'clue', 'human', 'voice', 'allow', 'even', 'youngest', 'child', 'learn', 'independently', 'sincerely', 'hope', 'kid', 'love', 'learn', 'quickly', 'please', 'feel', 'u', 'comment', 'suggestion', 'thank']",Kids & family
